Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire,Calidad_Aire_Cod
26.6,38.3,9.7,14.7,20.3,5.2,1.07,Excelente,1
24.4,48.1,14.8,19.8,24.5,4.3,0.87,Buena,0
27.4,44.7,12.7,22.1,22.0,8.7,1.18,Buena,0
32.8,90.8,3.6,15.0,33.4,25.2,1.6,Excelente,1
36.6,49.9,2.0,14.5,30.5,9.1,1.29,Excelente,1
35.7,73.1,2.8,7.9,26.9,14.5,1.77,Excelente,1
31.0,76.0,64.6,88.8,43.9,4.1,2.35,Mala,2
36.7,81.2,17.3,37.3,32.9,17.5,1.9,Buena,0
24.2,55.2,11.6,28.8,24.8,9.9,1.5,Excelente,1
29.6,53.4,2.6,9.9,22.2,4.6,1.09,Excelente,1
33.0,56.9,17.9,20.6,33.1,7.0,1.84,Buena,0
20.9,69.9,0.4,6.7,23.2,4.4,0.87,Excelente,1
25.7,42.0,10.0,17.4,22.7,7.2,1.16,Excelente,1
30.0,87.5,33.8,43.1,28.7,12.2,1.63,Buena,0
23.7,73.8,3.1,4.2,11.1,4.1,0.97,Excelente,1
21.2,64.0,0.8,7.1,15.7,4.7,0.87,Excelente,1
23.1,43.9,5.9,8.1,20.4,5.4,1.06,Excelente,1
21.7,53.2,10.9,15.2,25.4,6.7,1.02,Excelente,1
23.5,46.1,2.8,8.1,24.4,6.4,1.09,Excelente,1
39.2,73.7,23.5,44.1,43.7,15.4,2.49,Buena,0
37.3,59.7,12.2,26.6,37.7,24.1,2.25,Buena,0
32.9,110.4,20.8,40.4,32.0,25.8,2.5,Buena,0
32.9,63.2,13.1,24.0,23.1,4.1,1.32,Buena,0
32.5,55.7,5.6,10.7,26.0,12.7,1.54,Excelente,1
37.6,90.9,76.1,78.8,38.6,11.1,1.74,Mala,2
24.0,45.4,0.8,6.6,13.5,5.0,1.11,Excelente,1
33.1,69.0,6.8,15.0,36.9,15.0,1.55,Excelente,1
33.6,46.6,4.1,9.1,21.0,5.8,0.92,Excelente,1
23.9,56.6,43.9,53.1,16.5,7.1,1.13,Regular,3
32.0,71.7,7.6,19.2,22.9,10.4,1.28,Excelente,1
20.5,56.2,3.8,10.4,12.3,3.1,0.98,Excelente,1
26.8,60.5,1.3,9.1,16.4,4.6,0.94,Excelente,1
29.7,75.5,27.5,33.0,23.8,8.2,1.32,Buena,0
28.5,66.5,42.6,52.4,23.2,9.6,1.63,Regular,3
36.2,95.0,9.8,31.8,34.3,24.1,2.12,Excelente,1
20.9,50.7,0.7,7.2,11.5,3.2,0.82,Excelente,1
26.4,58.4,10.6,15.2,26.4,6.8,1.0,Excelente,1
28.4,38.8,1.8,8.4,10.5,5.6,0.99,Excelente,1
24.1,67.6,2.9,8.9,10.8,4.4,0.96,Excelente,1
41.3,82.5,51.7,59.3,29.5,8.0,1.61,Regular,3
25.9,44.8,1.7,7.4,24.4,6.4,0.97,Excelente,1
26.7,56.9,5.8,10.7,17.3,5.7,0.83,Excelente,1
30.7,76.4,13.8,18.9,23.5,2.8,0.9,Buena,0
38.3,86.8,38.0,50.8,22.5,7.1,1.41,Regular,3
24.2,58.2,35.6,39.3,16.7,5.0,0.92,Regular,3
40.9,81.8,0.7,15.7,27.7,17.9,1.82,Excelente,1
16.4,46.2,16.8,20.2,16.0,1.6,0.8,Buena,0
31.1,75.3,1.5,4.9,21.1,2.0,1.14,Excelente,1
27.8,94.0,44.7,59.3,29.8,12.5,1.46,Regular,3
26.5,59.9,92.7,98.0,25.4,-0.5,0.92,Mala,2
22.0,69.7,32.0,34.7,28.9,3.8,1.21,Buena,0
40.1,61.7,2.3,17.0,31.4,21.5,2.13,Excelente,1
24.1,70.9,5.0,9.7,17.4,2.2,0.97,Excelente,1
31.6,55.9,22.2,30.6,22.9,8.2,1.46,Buena,0
31.8,106.5,18.7,34.3,32.8,19.2,2.79,Buena,0
33.2,76.0,78.8,87.1,27.7,13.1,1.36,Mala,2
31.2,75.2,56.6,62.7,23.7,15.6,1.4,Mala,2
24.1,43.5,0.0,5.1,13.8,5.2,0.91,Excelente,1
27.1,101.5,8.8,6.7,44.8,28.1,2.34,Excelente,1
27.7,54.0,17.6,23.2,24.6,11.1,1.27,Buena,0
29.2,60.8,28.6,47.1,32.4,25.0,1.41,Buena,0
27.1,50.4,45.6,51.1,14.3,6.4,1.1,Regular,3
36.3,71.7,3.7,10.5,27.1,6.6,1.29,Excelente,1
27.7,76.3,12.7,17.5,24.9,7.8,1.02,Buena,0
39.3,67.4,12.1,19.7,22.3,7.5,1.75,Buena,0
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,Excelente,1
24.3,67.2,7.3,11.5,24.4,4.0,1.14,Excelente,1
38.6,80.8,52.5,73.9,38.4,27.2,2.16,Regular,3
22.7,69.7,9.6,24.8,32.8,14.1,1.45,Excelente,1
24.0,57.3,0.0,4.7,28.2,5.7,0.89,Excelente,1
31.3,89.8,19.2,37.7,31.6,36.8,2.72,Buena,0
33.7,98.2,51.8,64.9,35.3,8.9,2.29,Regular,3
22.3,74.3,6.5,10.9,20.7,7.6,0.92,Excelente,1
27.0,45.8,1.7,6.0,13.0,6.9,0.92,Excelente,1
23.5,66.6,13.7,20.0,20.2,5.9,0.77,Buena,0
37.0,59.3,20.7,31.3,25.3,8.6,1.22,Buena,0
21.0,90.0,57.9,74.0,19.4,17.1,1.93,Mala,2
26.9,45.5,15.2,19.5,13.8,6.2,0.91,Buena,0
27.4,67.5,32.7,40.7,21.2,4.6,1.57,Buena,0
32.3,63.1,3.0,12.2,18.1,12.3,1.36,Excelente,1
33.1,80.3,2.6,8.1,29.5,16.8,1.37,Excelente,1
27.5,88.9,40.1,68.0,32.1,13.8,2.25,Regular,3
36.7,103.1,7.3,25.2,52.7,14.7,2.52,Excelente,1
23.6,51.9,11.0,13.6,27.9,4.3,1.2,Excelente,1
23.1,67.4,11.5,26.7,18.0,10.9,1.83,Excelente,1
29.4,72.4,4.1,7.5,27.6,3.8,1.58,Excelente,1
23.4,60.7,9.9,14.5,22.3,4.9,0.9,Excelente,1
30.3,84.5,14.1,28.8,31.1,21.1,1.42,Buena,0
21.5,54.4,24.5,28.6,17.8,5.5,0.91,Buena,0
24.4,48.1,21.9,29.7,11.1,12.7,0.97,Buena,0
32.6,58.9,30.8,38.8,30.9,17.5,1.85,Buena,0
34.3,81.2,32.2,47.1,31.7,16.5,1.71,Buena,0
35.2,82.6,24.9,43.4,36.3,8.1,1.99,Buena,0
25.8,52.3,35.6,56.7,28.9,6.9,1.2,Regular,3
39.3,84.6,69.1,91.7,32.7,16.5,1.85,Mala,2
29.1,65.7,1.2,5.7,25.5,5.5,0.95,Excelente,1
25.4,72.7,11.9,15.3,20.6,8.3,1.46,Excelente,1
18.9,84.5,7.7,23.8,37.2,16.1,1.76,Excelente,1
34.1,53.4,31.9,44.3,28.7,16.6,1.54,Buena,0
28.5,58.2,1.5,9.5,17.1,4.8,0.83,Excelente,1
31.7,58.9,36.2,39.9,20.5,5.7,0.94,Regular,3
40.1,62.1,47.7,67.7,31.6,-4.1,2.54,Regular,3
35.4,120.5,47.7,61.2,49.3,24.2,2.36,Regular,3
31.5,51.8,30.4,41.3,28.9,10.9,1.34,Buena,0
26.2,51.7,3.5,9.0,27.6,5.7,0.98,Excelente,1
44.3,59.3,6.0,17.3,28.9,10.5,1.79,Excelente,1
44.5,79.6,41.4,53.1,38.4,21.8,2.44,Regular,3
25.9,79.1,16.3,22.0,18.4,2.7,0.9,Buena,0
24.9,83.1,24.5,34.6,18.7,9.8,1.58,Buena,0
22.8,73.0,0.6,5.4,24.1,4.2,0.87,Excelente,1
32.1,80.3,13.7,28.6,37.0,14.9,1.76,Buena,0
26.2,63.2,12.7,26.2,27.1,14.3,1.92,Buena,0
35.7,94.8,13.5,38.4,33.2,11.0,1.65,Buena,0
28.2,39.4,6.3,11.6,26.2,7.1,0.92,Excelente,1
24.6,46.5,2.7,9.2,18.4,3.8,1.09,Excelente,1
31.8,90.8,11.0,19.1,35.1,8.3,2.1,Excelente,1
27.4,82.9,13.2,31.2,25.9,9.7,1.23,Buena,0
27.7,51.1,16.1,20.2,26.0,6.0,0.99,Buena,0
32.7,63.2,34.4,39.6,28.8,11.0,1.54,Buena,0
39.3,92.3,16.0,36.1,51.6,23.9,2.3,Buena,0
33.7,82.4,2.1,9.9,26.7,15.0,1.51,Excelente,1
46.1,105.2,56.5,70.0,22.8,25.6,2.41,Mala,2
21.5,65.3,13.8,19.2,12.5,5.7,1.05,Buena,0
24.3,62.7,6.6,15.4,22.5,10.9,0.92,Excelente,1
24.5,63.2,2.0,8.7,22.9,5.0,1.07,Excelente,1
31.0,66.8,8.7,16.8,25.0,22.1,1.4,Excelente,1
17.0,78.5,19.2,23.3,14.8,0.6,1.07,Buena,0
35.7,80.2,35.0,45.9,32.0,9.3,1.59,Buena,0
20.1,66.0,1.0,3.5,17.0,2.6,1.02,Excelente,1
26.6,75.1,18.7,32.7,31.1,19.6,1.73,Buena,0
32.7,88.6,21.4,45.0,28.7,11.7,1.96,Buena,0
39.0,89.4,55.3,80.7,45.1,6.7,1.83,Regular,3
20.3,64.8,37.3,42.7,21.4,3.2,1.03,Regular,3
33.7,57.2,20.3,33.5,27.5,15.6,1.74,Buena,0
24.7,79.4,36.3,47.9,21.0,9.9,1.67,Regular,3
32.6,87.0,13.2,31.4,27.2,14.7,1.61,Buena,0
24.9,76.0,32.1,41.6,16.2,17.7,1.49,Buena,0
34.5,105.1,7.5,31.7,54.9,18.4,2.99,Buena,0
27.2,53.8,37.7,44.2,18.2,4.6,0.89,Regular,3
27.6,44.8,9.8,10.1,19.2,4.9,1.01,Excelente,1
36.3,60.8,19.8,29.7,22.1,14.6,1.27,Buena,0
38.5,96.6,1.0,29.0,56.8,25.8,3.02,Buena,0
33.9,78.3,16.5,31.2,30.4,19.8,1.73,Buena,0
26.3,70.5,5.7,18.9,31.5,11.7,1.24,Excelente,1
33.2,92.5,20.0,35.6,37.4,6.9,1.62,Buena,0
26.0,85.9,0.6,12.5,25.0,6.1,2.0,Excelente,1
35.1,81.6,1.7,11.2,35.3,15.5,1.72,Excelente,1
25.1,61.9,10.8,17.0,13.3,1.1,0.87,Excelente,1
34.3,77.6,6.9,14.1,29.1,17.0,1.87,Excelente,1
33.3,92.2,5.0,25.3,29.8,19.7,1.41,Excelente,1
26.8,65.2,9.7,15.8,13.4,7.7,0.81,Excelente,1
28.4,86.1,10.8,26.9,26.7,10.8,1.26,Excelente,1
38.0,70.0,108.8,132.1,23.3,21.9,2.28,Mala,2
38.2,69.1,37.4,49.4,21.7,10.0,1.82,Regular,3
31.3,80.6,19.6,32.6,31.8,3.6,2.53,Buena,0
25.2,62.9,4.1,12.3,27.6,8.4,1.03,Excelente,1
40.4,101.8,40.1,55.1,29.8,2.7,2.18,Regular,3
23.9,54.6,0.8,5.8,18.0,-0.6,0.92,Excelente,1
28.4,73.5,11.6,33.0,37.6,20.2,1.56,Excelente,1
27.4,52.2,14.5,18.2,12.9,2.5,1.13,Buena,0
31.8,49.6,35.1,41.7,13.8,0.6,1.17,Buena,0
27.6,69.8,16.8,30.0,27.7,8.9,1.74,Buena,0
23.1,77.7,5.6,11.8,21.2,4.5,0.9,Excelente,1
35.0,72.8,74.5,92.2,38.8,19.9,2.27,Mala,2
29.5,60.6,1.0,18.5,26.1,7.5,1.55,Excelente,1
25.1,51.5,5.2,14.8,27.3,8.4,1.7,Excelente,1
34.9,78.5,2.8,19.1,29.1,17.8,1.47,Excelente,1
25.7,68.7,12.4,16.9,10.0,6.0,1.24,Buena,0
29.9,45.5,6.8,14.3,19.4,9.4,0.98,Excelente,1
28.5,63.1,7.0,11.9,31.0,11.7,1.28,Excelente,1
30.3,52.8,2.9,12.3,20.8,6.1,1.12,Excelente,1
24.8,78.7,17.4,21.7,24.2,3.4,0.74,Buena,0
25.9,63.5,15.9,23.5,29.6,11.2,1.44,Buena,0
28.1,67.7,26.4,34.1,22.8,4.9,0.86,Buena,0
24.5,70.4,2.2,9.0,10.9,5.1,0.94,Excelente,1
24.3,77.6,16.9,29.0,34.7,8.9,1.22,Buena,0
38.9,61.8,28.1,52.2,48.8,22.7,2.19,Buena,0
29.7,81.9,2.8,12.1,34.9,14.3,1.69,Excelente,1
34.1,76.7,3.5,10.5,21.9,3.9,1.23,Excelente,1
36.6,97.4,13.3,31.4,28.7,28.5,2.04,Buena,0
21.9,67.3,12.2,16.1,24.1,4.8,0.92,Buena,0
28.6,84.4,17.7,33.8,34.3,21.7,2.42,Buena,0
32.8,74.0,10.1,15.5,26.7,5.7,0.85,Excelente,1
38.2,59.2,3.9,19.5,23.6,10.1,1.39,Excelente,1
31.7,70.0,8.4,19.9,24.7,9.8,1.35,Excelente,1
37.3,77.6,20.0,22.4,30.0,14.8,1.92,Buena,0
24.0,64.7,6.5,10.9,18.4,1.9,1.0,Excelente,1
28.7,59.3,6.3,16.3,22.3,5.7,1.03,Excelente,1
27.8,76.1,1.9,10.1,39.1,4.5,1.97,Excelente,1
39.8,82.0,14.1,22.2,32.7,12.8,1.26,Buena,0
30.8,88.9,27.8,32.7,31.2,13.5,1.68,Buena,0
36.5,90.3,5.1,31.6,27.9,10.5,2.12,Excelente,1
32.6,64.2,48.1,51.6,30.2,15.1,1.54,Regular,3
29.6,88.9,16.3,23.7,18.7,9.6,1.37,Buena,0
35.2,80.2,13.2,19.1,36.4,21.5,1.69,Buena,0
23.2,72.9,29.3,39.3,20.6,7.2,1.36,Buena,0
37.2,98.9,37.7,57.5,54.3,30.6,2.45,Regular,3
18.5,54.2,11.8,19.9,12.9,5.5,1.14,Excelente,1
32.6,69.9,5.7,14.7,11.3,6.9,0.99,Excelente,1
32.8,71.6,23.3,30.3,23.4,16.8,1.75,Buena,0
24.4,53.9,8.0,13.3,17.0,5.3,0.84,Excelente,1
21.9,74.0,14.4,19.4,17.5,4.3,1.07,Buena,0
30.4,60.3,11.3,11.9,24.9,3.7,1.44,Excelente,1
45.9,84.1,40.0,58.3,42.0,25.9,1.94,Regular,3
31.0,42.0,8.4,12.3,15.1,7.3,0.88,Excelente,1
27.4,79.5,27.5,31.7,31.0,11.2,1.35,Buena,0
34.1,80.0,14.6,22.3,26.1,16.2,1.7,Buena,0
31.8,81.3,3.4,12.6,20.9,13.5,1.19,Excelente,1
28.7,66.8,7.3,15.0,17.2,15.1,1.28,Excelente,1
29.9,46.2,5.9,12.2,13.3,4.7,0.99,Excelente,1
30.8,66.2,25.8,28.9,18.1,6.8,1.0,Buena,0
26.4,66.0,3.5,14.4,23.7,7.0,1.74,Excelente,1
25.2,85.8,47.2,55.6,25.4,11.5,1.35,Regular,3
19.7,68.0,4.7,8.4,24.8,5.5,0.77,Excelente,1
25.4,77.4,4.4,16.3,23.9,11.2,1.5,Excelente,1
28.8,82.8,25.1,43.8,25.7,25.7,1.85,Buena,0
19.7,42.8,13.1,20.8,21.3,3.5,0.96,Buena,0
30.2,86.5,6.2,20.8,35.9,18.1,2.03,Excelente,1
23.6,42.9,24.6,27.4,21.3,6.7,0.88,Buena,0
31.0,73.1,23.4,32.4,31.7,12.9,1.57,Buena,0
24.1,61.0,10.3,15.5,20.0,4.1,0.94,Excelente,1
32.5,75.0,55.6,61.0,29.6,9.7,1.7,Mala,2
36.2,71.8,65.2,79.4,16.6,25.8,3.29,Mala,2
27.9,65.4,88.9,96.5,35.9,11.4,1.99,Mala,2
21.9,69.6,7.1,9.6,24.7,2.6,1.11,Excelente,1
29.3,79.8,3.9,13.9,21.9,6.4,1.72,Excelente,1
28.3,64.4,5.8,11.8,20.5,4.0,0.98,Excelente,1
23.4,67.7,55.9,57.8,20.9,6.9,0.93,Mala,2
26.1,73.1,65.9,69.0,30.2,11.2,1.6,Mala,2
39.1,85.2,7.1,27.9,35.5,8.9,2.21,Excelente,1
36.9,106.5,23.1,34.7,37.4,24.3,2.3,Buena,0
33.4,69.8,5.8,14.5,38.2,8.4,1.66,Excelente,1
24.3,74.5,2.4,8.1,26.0,7.9,1.09,Excelente,1
30.7,80.5,19.9,34.2,19.9,8.4,1.43,Buena,0
24.0,56.3,89.6,98.3,24.6,10.8,1.14,Mala,2
26.8,50.5,3.5,7.3,12.3,4.8,1.15,Excelente,1
30.9,78.3,10.5,24.0,35.2,15.4,1.35,Excelente,1
25.8,70.1,7.1,10.7,26.5,4.1,0.94,Excelente,1
29.3,67.6,11.4,16.8,26.7,9.1,0.83,Excelente,1
33.2,67.6,28.0,36.5,30.3,19.0,1.99,Buena,0
37.7,78.2,22.0,25.8,17.9,9.3,1.97,Buena,0
27.2,75.0,2.6,15.4,23.5,10.7,1.31,Excelente,1
33.4,88.2,74.2,91.6,40.3,15.0,1.83,Mala,2
23.0,79.9,0.3,9.8,23.0,10.2,1.73,Excelente,1
23.6,49.7,10.3,14.0,17.9,5.5,0.87,Excelente,1
43.1,102.0,1.5,12.4,31.9,18.9,2.2,Excelente,1
29.6,74.8,15.3,28.4,20.2,10.4,1.45,Buena,0
23.4,86.5,6.0,21.3,21.1,20.9,2.44,Excelente,1
31.4,76.2,4.6,20.9,26.2,11.3,1.49,Excelente,1
31.7,78.9,18.4,33.4,37.2,12.4,1.3,Buena,0
44.3,88.4,2.6,13.3,35.0,16.2,2.31,Excelente,1
24.3,76.5,27.1,34.1,23.4,3.1,0.98,Buena,0
21.9,71.4,15.0,19.3,18.2,1.6,1.0,Buena,0
36.3,54.9,66.3,75.5,25.3,13.4,1.29,Mala,2
37.3,86.8,41.6,62.9,33.0,20.0,2.09,Regular,3
21.2,55.9,7.8,10.7,19.7,7.6,1.14,Excelente,1
24.4,67.7,0.3,4.3,17.0,6.9,0.93,Excelente,1
27.1,88.3,20.9,25.4,35.1,4.5,1.75,Buena,0
35.0,101.3,108.6,124.5,38.5,11.8,2.22,Mala,2
23.2,51.7,49.0,56.7,17.7,21.3,1.59,Regular,3
39.6,72.4,17.7,29.3,38.1,21.8,2.31,Buena,0
26.2,36.9,4.4,10.8,26.0,3.2,1.0,Excelente,1
27.4,73.3,4.1,8.8,17.5,2.8,1.14,Excelente,1
26.4,53.4,23.2,33.9,17.2,9.9,1.29,Buena,0
29.1,52.3,15.2,32.4,25.4,8.8,1.47,Buena,0
31.5,48.2,6.7,11.7,15.6,3.7,1.29,Excelente,1
30.6,71.3,12.1,16.0,14.8,5.5,1.01,Buena,0
29.0,70.1,28.8,40.1,23.1,0.8,1.54,Buena,0
39.2,47.2,7.8,13.0,31.6,12.5,1.85,Excelente,1
32.5,80.7,27.8,41.2,41.6,12.9,1.74,Buena,0
36.2,62.4,34.7,53.1,22.8,7.8,1.27,Buena,0
24.5,47.0,7.0,10.9,25.6,7.9,0.86,Excelente,1
48.4,89.1,14.7,32.7,52.0,0.0,2.59,Buena,0
31.2,50.6,73.4,84.9,29.4,7.4,1.34,Mala,2
28.9,69.2,9.7,20.5,29.3,6.5,1.29,Excelente,1
27.0,86.7,4.7,20.1,28.6,8.9,1.74,Excelente,1
23.1,72.0,0.4,7.5,13.9,8.1,0.95,Excelente,1
38.8,78.7,3.1,21.2,43.4,16.0,2.02,Excelente,1
25.3,64.5,30.9,47.8,27.8,11.3,1.63,Buena,0
41.2,80.2,10.8,34.5,25.7,11.4,2.08,Excelente,1
26.6,67.8,11.2,12.1,28.3,4.1,1.01,Excelente,1
33.6,67.3,25.8,34.1,29.3,16.5,1.55,Buena,0
43.7,89.5,5.3,18.6,36.3,7.7,1.83,Excelente,1
29.0,73.7,13.5,19.5,17.1,10.8,1.55,Buena,0
29.9,74.6,5.4,10.0,18.3,3.4,0.98,Excelente,1
41.7,91.4,45.2,63.7,34.2,26.8,2.53,Regular,3
24.5,51.9,14.5,21.4,13.4,3.7,1.08,Buena,0
27.9,89.6,11.5,8.6,21.7,15.8,1.27,Excelente,1
18.5,51.6,3.8,6.4,26.3,8.3,1.17,Excelente,1
26.5,60.2,10.0,17.4,25.4,5.2,1.51,Excelente,1
29.3,63.2,12.7,25.8,23.3,16.6,2.15,Buena,0
25.2,44.3,5.5,12.4,22.0,3.4,1.06,Excelente,1
38.2,48.5,77.8,86.9,37.9,15.7,1.93,Mala,2
25.0,87.2,4.0,6.4,32.9,9.4,1.57,Excelente,1
31.0,75.0,8.9,17.1,30.1,5.3,1.72,Excelente,1
26.2,65.8,12.5,16.9,14.7,3.5,0.92,Buena,0
26.5,54.1,12.3,15.3,20.3,5.3,0.99,Buena,0
28.2,52.0,15.9,19.6,21.0,5.3,1.16,Buena,0
31.1,64.9,3.7,11.2,21.3,7.9,1.02,Excelente,1
29.9,60.8,88.5,93.5,16.5,4.9,1.7,Mala,2
22.0,52.2,12.3,19.1,27.3,4.9,0.86,Buena,0
20.3,56.2,21.8,28.8,18.9,2.7,0.96,Buena,0
27.5,69.6,23.3,31.1,37.9,9.4,1.57,Buena,0
26.2,60.0,41.2,58.0,26.4,22.2,1.54,Regular,3
32.1,89.0,1.0,18.5,32.4,9.8,1.95,Excelente,1
29.4,72.5,12.0,15.1,26.6,9.9,1.47,Excelente,1
31.8,85.7,12.3,13.9,20.6,15.5,1.21,Buena,0
24.1,60.2,2.5,10.1,23.2,5.0,0.79,Excelente,1
33.9,83.1,18.1,42.9,36.4,24.7,1.95,Buena,0
25.0,68.6,9.8,13.2,23.1,4.2,0.98,Excelente,1
26.5,54.9,0.9,3.5,12.6,6.1,1.01,Excelente,1
29.3,75.2,14.7,27.1,27.9,11.5,1.56,Buena,0
18.9,57.2,6.0,9.6,19.3,1.1,0.93,Excelente,1
32.4,62.2,39.6,52.6,28.7,15.8,1.33,Regular,3
34.6,69.0,49.0,62.9,26.9,12.1,2.2,Regular,3
32.1,80.5,0.6,13.3,25.9,20.0,1.59,Excelente,1
23.2,73.9,1.6,5.5,13.8,4.2,0.98,Excelente,1
32.4,93.5,31.6,45.9,32.9,13.6,2.15,Buena,0
27.2,70.5,37.6,41.9,18.9,13.9,1.68,Regular,3
32.8,51.1,8.0,13.4,13.3,4.6,0.93,Excelente,1
25.8,76.0,9.3,13.3,18.8,4.0,0.89,Excelente,1
37.7,78.2,9.2,18.9,35.2,9.7,1.49,Excelente,1
25.7,78.3,1.2,8.0,18.5,5.3,1.09,Excelente,1
29.6,65.3,13.3,19.6,16.0,5.1,1.01,Buena,0
32.2,79.4,4.0,11.0,32.9,10.9,1.25,Excelente,1
22.4,46.5,7.1,12.7,27.8,3.4,0.92,Excelente,1
24.4,70.5,28.9,39.2,18.7,5.9,0.95,Buena,0
33.3,94.3,37.2,41.0,35.3,11.8,2.33,Regular,3
27.8,70.7,16.4,21.2,21.0,8.7,1.27,Buena,0
35.5,73.2,45.6,49.2,31.7,11.6,1.44,Regular,3
31.7,67.7,7.0,11.0,26.8,7.0,1.18,Excelente,1
31.7,61.4,7.9,20.8,27.7,12.6,1.68,Excelente,1
26.8,39.3,10.0,12.5,20.9,5.7,1.0,Excelente,1
31.1,67.6,2.2,5.5,11.3,0.8,1.12,Excelente,1
27.9,59.3,45.9,56.0,27.0,6.7,1.4,Regular,3
32.6,77.3,12.9,33.1,38.9,8.3,1.86,Buena,0
28.3,74.9,2.1,10.2,26.3,8.3,1.59,Excelente,1
28.5,57.3,18.4,34.9,32.7,13.9,2.54,Buena,0
26.9,79.7,17.3,27.3,27.2,0.0,1.45,Buena,0
32.0,58.7,5.2,8.9,19.0,3.0,1.01,Excelente,1
26.6,44.0,3.5,7.1,23.9,7.2,0.97,Excelente,1
23.3,55.0,2.0,12.5,19.2,5.7,1.12,Excelente,1
24.3,92.5,25.8,32.4,30.8,13.7,1.69,Buena,0
23.6,46.8,3.1,8.1,12.2,3.2,1.06,Excelente,1
26.3,74.2,0.1,10.9,32.6,10.4,1.38,Excelente,1
21.4,42.0,3.6,6.6,19.7,1.3,1.07,Excelente,1
29.6,86.1,6.7,30.2,36.4,25.8,2.49,Excelente,1
32.2,65.9,1.3,20.9,46.3,21.0,1.82,Excelente,1
44.7,100.3,79.8,104.0,51.0,17.9,2.62,Mala,2
25.8,87.9,7.3,19.7,30.0,16.8,1.38,Excelente,1
43.2,110.8,36.4,55.4,42.4,16.8,2.38,Regular,3
26.6,68.5,10.4,16.2,25.7,2.2,0.85,Excelente,1
19.4,54.5,15.7,33.5,19.9,11.7,1.79,Buena,0
31.9,68.5,7.2,19.3,20.7,1.9,1.46,Excelente,1
42.3,70.3,22.5,33.9,32.1,22.0,2.82,Buena,0
22.0,71.9,6.8,9.7,24.7,7.3,1.06,Excelente,1
25.7,57.0,16.2,21.2,19.2,0.1,1.0,Buena,0
35.9,69.4,25.0,38.3,25.9,12.0,1.72,Buena,0
30.2,91.2,6.4,13.6,25.8,10.8,1.54,Excelente,1
37.2,91.7,111.0,117.2,28.8,6.9,1.43,Mala,2
32.3,69.5,0.4,10.8,32.6,8.2,1.35,Excelente,1
42.1,59.8,6.5,22.9,24.8,9.0,1.54,Excelente,1
27.3,57.7,4.9,10.6,17.9,1.4,0.92,Excelente,1
25.4,45.4,1.9,9.7,26.4,7.4,1.02,Excelente,1
28.1,89.9,31.9,39.6,21.3,15.8,1.72,Buena,0
36.1,82.0,6.8,15.7,31.5,12.7,2.43,Excelente,1
29.4,68.8,22.8,25.4,14.3,5.7,1.07,Buena,0
28.2,63.5,0.7,13.0,27.3,9.4,1.65,Excelente,1
26.7,67.6,3.9,7.9,23.5,6.2,0.99,Excelente,1
24.4,79.0,7.5,10.3,28.1,4.6,1.49,Excelente,1
31.4,97.3,70.4,97.4,39.2,20.8,1.83,Mala,2
33.7,49.4,28.2,36.7,41.2,16.3,1.85,Buena,0
29.7,61.4,18.3,31.4,30.6,17.0,1.42,Buena,0
28.7,80.8,16.6,27.3,34.8,15.0,1.75,Buena,0
26.1,58.4,9.8,16.3,25.6,7.1,0.89,Excelente,1
39.7,95.9,70.7,74.9,30.8,18.3,2.3,Mala,2
28.0,88.7,13.5,25.9,23.7,18.5,0.94,Buena,0
31.8,62.9,116.1,127.6,30.0,10.2,2.26,Mala,2
28.3,39.7,52.1,56.7,28.9,0.6,0.99,Regular,3
27.9,87.6,22.8,38.3,27.4,4.9,1.42,Buena,0
37.8,64.8,0.2,23.6,17.8,6.6,1.71,Excelente,1
32.2,83.0,40.7,55.0,18.8,3.3,1.76,Regular,3
22.2,78.5,5.7,7.5,19.7,5.0,1.15,Excelente,1
32.5,85.1,24.8,46.3,29.1,13.2,1.89,Buena,0
19.8,53.7,17.0,19.9,15.9,7.0,1.04,Buena,0
28.5,47.7,0.0,5.3,26.2,2.6,1.13,Excelente,1
32.7,56.0,57.9,68.6,22.9,15.7,1.32,Mala,2
28.5,59.7,7.7,15.5,25.6,21.4,1.46,Excelente,1
34.2,51.9,4.1,11.6,14.5,5.4,1.17,Excelente,1
33.2,80.6,18.5,32.1,23.0,21.3,1.84,Buena,0
37.2,111.3,0.2,8.8,31.9,18.5,2.12,Excelente,1
27.5,81.3,36.0,45.5,21.3,12.7,1.66,Regular,3
29.7,46.7,0.4,12.9,33.2,4.5,1.63,Excelente,1
26.6,72.4,30.3,31.5,22.5,4.4,1.05,Buena,0
32.3,91.2,1.7,15.7,33.5,7.2,2.33,Excelente,1
26.7,66.0,0.5,5.4,20.9,-0.6,0.87,Excelente,1
45.4,104.7,134.5,155.1,46.3,23.4,3.36,Mala,2
31.9,70.1,5.5,17.5,44.2,17.2,1.65,Excelente,1
27.4,63.2,24.9,35.3,30.7,8.8,1.5,Buena,0
34.2,72.1,5.8,15.9,25.5,16.0,2.72,Excelente,1
30.4,48.7,0.1,6.6,24.2,9.1,1.63,Excelente,1
28.7,63.2,10.7,16.8,22.0,6.4,0.76,Excelente,1
24.8,60.1,0.1,1.7,17.5,5.9,0.99,Excelente,1
30.8,85.8,27.0,29.1,18.5,11.0,1.54,Buena,0
